state_name,rep_name,district_name,state,district,total_loss,nonelderly_subtotal,medicaid_adults,medicaid_children,medicaid_disabled,medicid_expansion,medicaid_elderly,indiv_market
New Jersey,Rodney P. Frelinghuysen (NJ-11),(NJ-11),NJ,11,20500,8500,700,3000,600,4200,1900,12100
New Jersey,Bonnie Watson Coleman (NJ-12),(NJ-12),NJ,12,32000,20200,1500,6900,1400,10300,2000,11800
New Mexico,Michelle Lujan Grisham (NM-1),(NM-1),NM,1,40900,35400,4200,14200,1600,15400,1700,5500
New Mexico,Stevan Pearce (NM-2),(NM-2),NM,2,47100,42000,4600,15600,1700,20100,2200,5100
New Mexico,Ben Ray Luján (NM-3),(NM-3),NM,3,45400,39900,4300,14500,1600,19600,2100,5400
New York,Lee M. Zeldin (NY-1),(NY-1),NY,1,24000,18700,4400,4100,900,9300,2000,5300
New York,Peter T. King (NY-2),(NY-2),NY,2,24800,19600,4900,4600,1000,9200,1800,5200
New York,Thomas R. Suozzi (NY-3),(NY-3),NY,3,20000,14400,2600,2400,500,8900,2800,5700
New York,Kathleen M. Rice (NY-4),(NY-4),NY,4,26800,21700,4500,4300,1000,12000,2900,5100
New York,Gregory W. Meeks (NY-5),(NY-5),NY,5,55400,47500,12200,11600,2600,21100,5000,8000
New York,Grace Meng (NY-6),(NY-6),NY,6,47900,39600,7900,7500,1700,22400,5400,8300
New York,Nydia M. Velázquez (NY-7),(NY-7),NY,7,75500,68300,15800,14900,3300,34200,7500,7100
New York,Hakeem S. Jeffries (NY-8),(NY-8),NY,8,56100,48800,13800,13000,2900,19100,7100,7300
New York,Yvette D. Clarke (NY-9),(NY-9),NY,9,59600,52300,12400,11700,2600,25600,5800,7200
New York,Jerrold Nadler (NY-10),(NY-10),NY,10,38600,32500,9000,8500,1900,13100,4200,6100
New York,"Daniel M. Donovan, Jr. (NY-11)",(NY-11),NY,11,39800,34700,9200,8700,1900,14900,4200,5100
New York,Carolyn B. Maloney (NY-12),(NY-12),NY,12,29700,23700,3800,3600,800,15500,3400,5900
New York,Adriano Espaillat (NY-13),(NY-13),NY,13,76800,71400,18000,17000,3800,32500,7800,5400
New York,Joseph Crowley (NY-14),(NY-14),NY,14,73500,66000,11800,11200,2500,40400,4800,7500
New York,José E. Serrano (NY-15),(NY-15),NY,15,94900,89100,23300,22000,4900,38900,6700,5800
New York,Eliot L. Engel (NY-16),(NY-16),NY,16,37500,32600,8100,7600,1700,15100,3800,5000
New York,Nita M. Lowey (NY-17),(NY-17),NY,17,34900,30200,6700,6300,1400,15800,2600,4700
New York,Sean Patrick Maloney (NY-18),(NY-18),NY,18,29200,25400,6400,6000,1300,11600,2300,3800
New York,John J. Faso (NY-19),(NY-19),NY,19,31000,27300,6100,5800,1300,14100,2900,3800
New York,Paul Tonko (NY-20),(NY-20),NY,20,30200,27200,7000,6700,1500,12000,2200,3000
New York,Elise M. Stefanik (NY-21),(NY-21),NY,21,34300,31000,8100,7600,1700,13600,2500,3300
New York,Claudia Tenney (NY-22),(NY-22),NY,22,34600,31600,9300,8800,2000,11700,2900,3000
New York,Tom Reed (NY-23),(NY-23),NY,23,37300,34000,7900,7400,1700,17100,2700,3300
New York,John Katko (NY-24),(NY-24),NY,24,33700,30700,7700,7300,1600,14000,2200,3100
New York,Louise McIntosh Slaughter (NY-25),(NY-25),NY,25,32800,29400,8100,7600,1700,12100,2500,3400
New York,Brian Higgins (NY-26),(NY-26),NY,26,36500,33600,10200,9700,2200,11500,2800,2900
New York,Chris Collins (NY-27),(NY-27),NY,27,23600,20400,5400,5100,1100,8800,2500,3200
North Carolina,G. K. Butterfield (NC-1),(NC-1),NC,1,104500,57900,2700,13600,2700,38800,3500,46600
North Carolina,George Holding (NC-2),(NC-2),NC,2,97400,44800,2100,10600,2100,29900,2200,52600
North Carolina,Walter B. Jones (NC-3),(NC-3),NC,3,95000,47700,2200,10900,2200,32400,3000,47400
North Carolina,David E. Price (NC-4),(NC-4),NC,4,94800,34900,1500,7500,1500,24300,1400,59900
North Carolina,Virginia Foxx (NC-5),(NC-5),NC,5,105500,53000,2300,11400,2300,37000,2700,52400
North Carolina,Mark Walker (NC-6),(NC-6),NC,6,102200,51700,2400,12000,2400,34900,2600,50500
North Carolina,David Rouzer (NC-7),(NC-7),NC,7,109600,55300,2600,12900,2600,37100,2800,54400
North Carolina,Richard Hudson (NC-8),(NC-8),NC,8,95000,48300,2300,11600,2300,32000,2300,46700
North Carolina,Robert Pittenger (NC-9),(NC-9),NC,9,110000,53400,2600,13000,2600,35100,2400,56600
North Carolina,Patrick T. McHenry (NC-10),(NC-10),NC,10,104400,50400,2500,12200,2500,33200,2800,54000
North Carolina,Mark Meadows (NC-11),(NC-11),NC,11,107800,49900,2300,11500,2300,33800,3000,57900
North Carolina,Alma S. Adams (NC-12),(NC-12),NC,12,117900,44500,2100,10400,2100,29900,1700,73400
North Carolina,Ted Budd (NC-13),(NC-13),NC,13,104200,47100,2300,11300,2300,31300,2100,57100
North Dakota,Kevin Cramer (ND-AL),(ND-AL),ND,0,25100,12600,1600,5600,900,4400,1400,12500
Ohio,Steve Chabot (OH-1),(OH-1),OH,1,30600,25500,4600,8700,1700,10500,1700,5100
Ohio,Brad R. Wenstrup (OH-2),(OH-2),OH,2,29500,24600,4600,8800,1700,9400,1800,4900
Ohio,Joyce Beatty (OH-3),(OH-3),OH,3,42000,37100,6700,12800,2500,15100,2000,4900
Ohio,Jim Jordan (OH-4),(OH-4),OH,4,27100,23400,4500,8500,1700,8800,1900,3700
Ohio,Robert E. Latta (OH-5),(OH-5),OH,5,22800,18800,3500,6600,1300,7400,1600,4000
Ohio,Bill Johnson (OH-6),(OH-6),OH,6,31200,27000,5100,9600,1900,10400,2300,4200
Ohio,Bob Gibbs (OH-7),(OH-7),OH,7,26000,21400,4000,7500,1500,8400,1900,4500
Ohio,Warren Davidson (OH-8),(OH-8),OH,8,26800,22400,4300,8200,1600,8300,1900,4500
Ohio,Marcy Kaptur (OH-9),(OH-9),OH,9,38400,34100,6400,12100,2400,13200,2200,4400
Ohio,Michael R. Turner (OH-10),(OH-10),OH,10,31400,26900,5200,9800,1900,10100,2200,4400
Ohio,Marcia L. Fudge (OH-11),(OH-11),OH,11,42400,37700,7500,14100,2800,13400,3400,4600
Ohio,Patrick J. Tiberi (OH-12),(OH-12),OH,12,23100,18500,3400,6300,1200,7500,1400,4600
Ohio,Tim Ryan (OH-13),(OH-13),OH,13,33200,28300,5300,10000,2000,11000,2600,4900
Ohio,David P. Joyce (OH-14),(OH-14),OH,14,20900,15500,2700,5100,1000,6600,1800,5400
Ohio,Steve Stivers (OH-15),(OH-15),OH,15,26600,22200,4100,7800,1500,8800,1800,4300
Ohio,James B. Renacci (OH-16),(OH-16),OH,16,17600,12900,2500,4800,900,4600,1500,4700
Oklahoma,Jim Bridenstine (OK-1),(OK-1),OK,1,78200,44700,2700,10900,1800,29300,1700,33500
Oklahoma,Markwayne Mullin (OK-2),(OK-2),OK,2,84600,57800,3500,13900,2300,38200,3600,26800
Oklahoma,Frank D. Lucas (OK-3),(OK-3),OK,3,68700,39100,2500,10200,1700,24700,2400,29600
Oklahoma,Tom Cole (OK-4),(OK-4),OK,4,71900,41400,2600,10400,1700,26700,2000,30500
Oklahoma,Steve Russell (OK-5),(OK-5),OK,5,91700,55100,3100,12500,2100,37500,2300,36600
Oregon,Suzanne Bonamici (OR-1),(OR-1),OR,1,48000,33400,3600,7000,1300,21500,1500,14600
Oregon,Greg Walden (OR-2),(OR-2),OR,2,66700,48800,5500,10700,1900,30700,2000,17900
Oregon,Earl Blumenauer (OR-3),(OR-3),OR,3,62400,43000,4900,9500,1700,26900,1900,19400
Oregon,Peter A. DeFazio (OR-4),(OR-4),OR,4,55800,42100,5100,10100,1800,25100,2400,13800
Oregon,Kurt Schrader (OR-5),(OR-5),OR,5,50400,36500,4800,9500,1700,20500,1700,13900
Pennsylvania,Robert A. Brady (PA-1),(PA-1),PA,1,66300,45600,4500,16100,6800,18200,3500,20700
Pennsylvania,Dwight Evans (PA-2),(PA-2),PA,2,58200,37800,4000,14200,5900,13700,5100,20400
Pennsylvania,Mike Kelly (PA-3),(PA-3),PA,3,37000,24200,2500,9100,3800,8700,3300,12900
Pennsylvania,Scott Perry (PA-4),(PA-4),PA,4,38400,21600,2000,6900,2900,9700,2400,16900
Pennsylvania,Glenn Thompson (PA-5),(PA-5),PA,5,34300,21700,2200,7900,3300,8300,3300,12600
Pennsylvania,Ryan A. Costello (PA-6),(PA-6),PA,6,34000,13400,1400,5000,2100,5000,2200,20500
Pennsylvania,Patrick Meehan (PA-7),(PA-7),PA,7,32500,10600,1100,3900,1600,4000,2000,21900
Pennsylvania,Brian K. Fitzpatrick (PA-8),(PA-8),PA,8,37900,12000,1200,4400,1900,4500,2200,25800
Pennsylvania,Bill Shuster (PA-9),(PA-9),PA,9,37700,23600,2400,8400,3500,9400,3500,14100
Pennsylvania,Tom Marino (PA-10),(PA-10),PA,10,37700,20500,2100,7500,3100,7700,3000,17200
Pennsylvania,Lou Barletta (PA-11),(PA-11),PA,11,36800,21300,2100,7400,3100,8800,3200,15500
Pennsylvania,Keith J. Rothfus (PA-12),(PA-12),PA,12,32200,16600,1800,6300,2600,5800,3500,15600
Pennsylvania,Brendan F. Boyle (PA-13),(PA-13),PA,13,48500,26400,2500,8900,3700,11200,3600,22100
Pennsylvania,Michael F. Doyle (PA-14),(PA-14),PA,14,43300,26600,2700,9800,4100,10000,4300,16700
Pennsylvania,Charles W. Dent (PA-15),(PA-15),PA,15,39000,21400,2000,7200,3000,9100,2500,17600
Pennsylvania,Lloyd Smucker (PA-16),(PA-16),PA,16,43200,25300,2600,9300,3900,9600,2300,17900
Pennsylvania,Matt Cartwright (PA-17),(PA-17),PA,17,42100,24600,2500,8800,3700,9700,3400,17500
Pennsylvania,Tim Murphy (PA-18),(PA-18),PA,18,31900,15800,1700,6000,2500,5700,3100,16100
Rhode Island,David N. Cicilline (RI-1),(RI-1),RI,1,25700,20400,3400,6300,2100,8700,2200,5300
Rhode Island,James R. Langevin (RI-2),(RI-2),RI,2,20100,14900,2800,5300,1800,5000,1800,5300
South Carolina,Mark Sanford (SC-1),(SC-1),SC,1,58600,34200,1500,7100,1300,24200,1800,24400
South Carolina,Joe Wilson (SC-2),(SC-2),SC,2,50200,31600,2000,9200,1700,18800,1800,18600
South Carolina,Jeff Duncan (SC-3),(SC-3),SC,3,60400,41500,2200,10400,2000,26900,2200,18900
South Carolina,Trey Gowdy (SC-4),(SC-4),SC,4,66900,43700,2100,9900,1900,29800,1800,23200
South Carolina,vacant (SC-5),(SC-5),SC,5,63400,43600,2400,11100,2100,28000,2500,19800
South Carolina,James E. Clyburn (SC-6),(SC-6),SC,6,78900,57500,3100,14400,2700,37300,3300,21400
South Carolina,Tom Rice (SC-7),(SC-7),SC,7,79600,53200,2800,12900,2400,35100,3000,26500
South Dakota,Kristi L. Noem (SD-AL),(SD-AL),SD,0,63700,39500,2500,10900,1600,24500,1800,24300
Tennessee,David P. Roe (TN-1),(TN-1),TN,1,75400,48800,4100,11400,2100,31200,2700,26600
Tennessee,"John J. Duncan, Jr. (TN-2)",(TN-2),TN,2,63800,36600,3300,9000,1600,22700,2000,27200
Tennessee,"Charles J. ""Chuck"" Fleischmann (TN-3)",(TN-3),TN,3,68500,43400,4300,11900,2200,25000,2600,25100
Tennessee,Scott DesJarlais (TN-4),(TN-4),TN,4,65700,42000,3600,10000,1800,26500,2200,23700
Tennessee,Jim Cooper (TN-5),(TN-5),TN,5,79600,44800,3800,10500,1900,28600,1700,34700
Tennessee,Diane Black (TN-6),(TN-6),TN,6,69000,43400,4100,11100,2000,26200,2500,25600
Tennessee,Marsha Blackburn (TN-7),(TN-7),TN,7,62000,36500,3300,9100,1700,22400,2100,25500
Tennessee,David Kustoff (TN-8),(TN-8),TN,8,57700,33600,3100,8600,1600,20300,2000,24100
Tennessee,Steve Cohen (TN-9),(TN-9),TN,9,92900,65900,5800,15900,2900,41300,2200,27000
Texas,Louie Gohmert (TX-1),(TX-1),TX,1,60800,49400,1200,12300,1700,34300,1600,11400
Texas,Ted Poe (TX-2),(TX-2),TX,2,54300,37400,800,8300,1100,27100,1200,16900
Texas,Sam Johnson (TX-3),(TX-3),TX,3,41600,23300,400,4300,600,18000,900,18300
Texas,John Ratcliffe (TX-4),(TX-4),TX,4,57900,46600,1100,11100,1500,32900,2000,11300
Texas,Jeb Hensarling (TX-5),(TX-5),TX,5,70000,56300,1400,14000,1900,38900,1600,13800
Texas,Joe Barton (TX-6),(TX-6),TX,6,59900,44600,1000,10400,1400,31800,1200,15300
Texas,John Abney Culberson (TX-7),(TX-7),TX,7,58800,41900,900,9000,1200,30800,1100,16900
Texas,Kevin Brady (TX-8),(TX-8),TX,8,54000,40800,900,8900,1200,29800,1100,13200
Texas,Al Green (TX-9),(TX-9),TX,9,89900,71600,1800,18600,2500,48600,2000,18300
Texas,Michael T. McCaul (TX-10),(TX-10),TX,10,55800,38700,900,9300,1300,27300,1100,17100
Texas,K. Michael Conaway (TX-11),(TX-11),TX,11,53000,42200,1100,11200,1500,28400,2000,10800
Texas,Kay Granger (TX-12),(TX-12),TX,12,53900,38300,900,9700,1300,26200,1400,15700
Texas,Mac Thornberry (TX-13),(TX-13),TX,13,52300,43500,1000,10700,1500,30400,1400,8800
Texas,"Randy K. Weber, Sr. (TX-14)",(TX-14),TX,14,59500,47400,1100,11200,1500,33600,1600,12100
Texas,Vicente Gonzalez (TX-15),(TX-15),TX,15,105000,91600,1800,18100,2500,69300,3300,13400
Texas,Beto O'Rourke (TX-16),(TX-16),TX,16,88500,65800,1400,14800,2000,47500,3800,22700
Texas,Bill Flores (TX-17),(TX-17),TX,17,54900,43400,1000,10400,1400,30500,1500,11500
Texas,Sheila Jackson Lee (TX-18),(TX-18),TX,18,92100,75200,1900,19900,2700,50700,2100,16900
Texas,Jodey C. Arrington (TX-19),(TX-19),TX,19,55200,45900,1100,11600,1600,31600,2100,9300
Texas,Joaquin Castro (TX-20),(TX-20),TX,20,76100,60400,1500,15400,2100,41400,2400,15600
Texas,Lamar Smith (TX-21),(TX-21),TX,21,49900,33100,700,7200,1000,24200,1400,16800
Texas,Pete Olson (TX-22),(TX-22),TX,22,45300,25300,600,6200,800,17700,1500,20000
Texas,Will Hurd (TX-23),(TX-23),TX,23,74600,58900,1400,14500,2000,41000,3000,15700
Texas,Kenny Marchant (TX-24),(TX-24),TX,24,54800,38500,800,7900,1100,28800,900,16300
Texas,Roger Williams (TX-25),(TX-25),TX,25,45300,30500,700,7500,1000,21200,1200,14800
Texas,Michael C. Burgess (TX-26),(TX-26),TX,26,44800,28000,700,6700,900,19700,900,16800
Texas,Blake Farenthold (TX-27),(TX-27),TX,27,59000,47800,1200,12300,1700,32600,2300,11200
Texas,Henry Cuellar (TX-28),(TX-28),TX,28,96100,80100,1700,17400,2400,58600,3100,16000
Texas,Gene Green (TX-29),(TX-29),TX,29,112200,95300,2100,21900,3000,68300,2000,16900
Texas,Eddie Bernice Johnson (TX-30),(TX-30),TX,30,88500,72400,1800,18900,2600,49000,2100,16200
Texas,John R. Carter (TX-31),(TX-31),TX,31,43400,29700,800,8300,1100,19600,1400,13700
Texas,Pete Sessions (TX-32),(TX-32),TX,32,62500,46200,1000,9900,1300,34000,1200,16300
Texas,Marc A. Veasey (TX-33),(TX-33),TX,33,112900,96700,2100,21600,2900,70100,1900,16100
Texas,Filemon Vela (TX-34),(TX-34),TX,34,99700,86100,1800,18400,2500,63500,3600,13500
Texas,Lloyd Doggett (TX-35),(TX-35),TX,35,89600,72400,1800,18100,2500,50000,2200,17200
Texas,Brian Babin (TX-36),(TX-36),TX,36,58500,45100,1000,10700,1500,31800,1600,13400
Utah,Rob Bishop (UT-1),(UT-1),UT,1,39400,24700,2100,6200,900,15500,800,14700
Utah,Chris Stewart (UT-2),(UT-2),UT,2,51000,33900,2500,7200,1100,23200,1300,17100
Utah,Jason Chaffetz (UT-3),(UT-3),UT,3,45600,27400,2100,6100,900,18200,900,18200
Utah,Mia B. Love (UT-4),(UT-4),UT,4,50000,33100,2300,6900,1000,22900,900,16900
Vermont,Peter Welch (VT-AL),(VT-AL),VT,0,51200,32900,8900,7800,1900,14300,3100,18400
Virginia,Robert J. Wittman (VA-1),(VA-1),VA,1,40100,22500,1300,5500,1000,14800,1200,17500
Virginia,Scott Taylor (VA-2),(VA-2),VA,2,42600,27400,1400,6000,1100,18900,1400,15100
Virginia,"Robert C. ""Bobby"" Scott (VA-3)",(VA-3),VA,3,51900,39200,2200,9500,1700,25800,1700,12700
Virginia,A. Donald McEachin (VA-4),(VA-4),VA,4,56400,39100,2100,9300,1700,26000,1800,17400
Virginia,"Thomas A. Garrett, Jr. (VA-5)",(VA-5),VA,5,54400,36700,1900,8000,1400,25300,2200,17700
Virginia,Bob Goodlatte (VA-6),(VA-6),VA,6,52500,36800,1800,8000,1400,25500,1600,15700
Virginia,Dave Brat (VA-7),(VA-7),VA,7,45300,26200,1500,6400,1100,17100,1400,19100
Virginia,"Donald S. Beyer, Jr. (VA-8)",(VA-8),VA,8,39400,18800,900,3800,700,13500,1100,20600
Virginia,H. Morgan Griffith (VA-9),(VA-9),VA,9,59300,45800,2400,10200,1800,31400,2400,13500
Virginia,Barbara Comstock (VA-10),(VA-10),VA,10,38600,18400,1000,4300,800,12400,1100,20200
Virginia,Gerald E. Connolly (VA-11),(VA-11),VA,11,41300,18500,1000,4400,800,12200,1100,22800
Washington,Suzan K. DelBene (WA-1),(WA-1),WA,1,23100,19200,1100,6600,1100,10400,1600,3800
Washington,Rick Larsen (WA-2),(WA-2),WA,2,27600,23800,1600,9200,1500,11500,1800,3800
Washington,Jaime Herrera Beutler (WA-3),(WA-3),WA,3,31600,28100,1900,10900,1800,13500,1800,3600
Washington,Dan Newhouse (WA-4),(WA-4),WA,4,43700,41300,2500,14800,2400,21600,1900,2500
Washington,Cathy McMorris Rodgers (WA-5),(WA-5),WA,5,33400,30200,2100,12100,1900,14100,2200,3100
Washington,Derek Kilmer (WA-6),(WA-6),WA,6,29400,26300,1600,9300,1500,13900,1900,3100
Washington,Pramila Jayapal (WA-7),(WA-7),WA,7,21700,17700,900,5300,800,10700,1700,4000
Washington,David G. Reichert (WA-8),(WA-8),WA,8,26400,22600,1500,8800,1400,11000,1300,3700
Washington,Adam Smith (WA-9),(WA-9),WA,9,34000,30000,1800,10200,1600,16400,2500,4000
Washington,Denny Heck (WA-10),(WA-10),WA,10,27800,25100,1700,10200,1600,11500,2000,2700
West Virginia,David B. McKinley (WV-1),(WV-1),WV,1,36100,24500,1800,7600,2700,12300,2300,11600
West Virginia,Alexander X. Mooney (WV-2),(WV-2),WV,2,38300,26100,2000,8200,2900,13000,2400,12300
West Virginia,Evan H. Jenkins (WV-3),(WV-3),WV,3,43700,33100,2600,11100,3900,15500,3200,10600
Wisconsin,Paul D. Ryan (WI-1),(WI-1),WI,1,45500,27900,4900,7400,1800,13900,2600,17600
Wisconsin,Mark Pocan (WI-2),(WI-2),WI,2,43600,27600,4200,6300,1500,15600,2400,15900
Wisconsin,Ron Kind (WI-3),(WI-3),WI,3,48800,29400,4900,7300,1800,15500,3400,19300
Wisconsin,Gwen Moore (WI-4),(WI-4),WI,4,76800,58500,9900,14800,3600,30200,3600,18300
Wisconsin,"F. James Sensenbrenner, Jr. (WI-5)",(WI-5),WI,5,35900,18200,3400,5100,1300,8400,2600,17600
Wisconsin,Glenn Grothman (WI-6),(WI-6),WI,6,40600,22500,4200,6300,1600,10400,2800,18100
Wisconsin,Sean P. Duffy (WI-7),(WI-7),WI,7,55500,31000,5800,8600,2100,14500,3500,24500
Wisconsin,Mike Gallagher (WI-8),(WI-8),WI,8,47400,26200,4600,7000,1700,12900,2600,21200
Wyoming,Liz Cheney (WY-AL),(WY-AL),WY,0,49000,23500,900,5800,700,16000,900,25600
